Invoice ID,Branch,Yangon,Naypyitaw,Mandalay,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,Hour
319-74-2561,A,1,0,0,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,16:55,Cash,5.5,16
549-03-9315,B,0,0,1,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58,Ewallet,8.7,12
790-29-1172,B,0,0,1,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59,Credit card,7.9,18
239-36-3640,B,0,0,1,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,13:44,Ewallet,6.1,13
468-01-2051,B,0,0,1,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46,Ewallet,5.4,13
389-25-3394,C,0,1,0,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,18:06,Cash,9.4,18
279-62-1445,C,0,1,0,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38,Cash,8.2,12
213-72-6612,A,1,0,0,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56,Cash,6.2,15
746-68-6593,C,0,1,0,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29,Credit card,9.7,14
836-82-5858,B,0,0,1,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,19:14,Ewallet,4.0,19
583-72-1480,C,0,1,0,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,16:24,Ewallet,9.7,16
466-61-5506,B,0,0,1,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,10:52,Cash,5.3,10
721-86-6247,A,1,0,0,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55,Ewallet,7.4,12
289-65-5721,B,0,0,1,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28,Cash,6.5,19
545-46-3100,B,0,0,1,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52,Credit card,8.7,13
418-02-5978,B,0,0,1,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,10:54,Cash,8.0,10
269-04-5750,B,0,0,1,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31,Cash,6.7,18
157-13-5295,A,1,0,0,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24,Ewallet,6.5,18
645-78-8093,A,1,0,0,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09,Ewallet,4.1,18
211-30-9270,C,0,1,0,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,Credit card,4.9,15
755-12-3214,C,0,1,0,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07,Credit card,8.6,17
346-84-3103,B,0,0,1,Member,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,19:26,Cash,4.3,19
478-06-7835,A,1,0,0,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20,Ewallet,4.9,11
540-11-4336,A,1,0,0,Normal,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,16:49,Credit card,5.6,16
448-81-5016,A,1,0,0,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01,Credit card,5.8,12
142-72-4741,C,0,1,0,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,Credit card,6.0,18
217-58-1179,A,1,0,0,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,11:25,Cash,4.2,11
376-02-8238,B,0,0,1,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42,Credit card,8.3,18
530-90-9855,A,1,0,0,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,14:47,Cash,5.7,14
866-05-7563,B,0,0,1,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43,Cash,4.8,19
604-70-6476,A,1,0,0,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04,Ewallet,6.8,14
799-71-1548,A,1,0,0,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11,Credit card,8.8,16
785-13-7708,B,0,0,1,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06,Credit card,4.2,19
845-51-0542,B,0,0,1,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34,Ewallet,6.4,15
662-47-5456,C,0,1,0,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,8.4,19
883-17-4236,C,0,1,0,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,Credit card,7.2,19
290-68-2984,A,1,0,0,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22,Cash,5.2,11
704-11-6354,A,1,0,0,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23,Cash,8.9,11
110-48-7033,B,0,0,1,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12,Cash,9.0,14
366-93-0948,A,1,0,0,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46,Credit card,9.7,10
729-09-9681,A,1,0,0,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16,Ewallet,8.7,10
151-16-1484,A,1,0,0,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,Ewallet,6.5,12
380-94-4661,C,0,1,0,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,Credit card,6.9,13
850-41-9669,A,1,0,0,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25,Ewallet,6.2,13
821-07-3596,C,0,1,0,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,Ewallet,5.6,14
655-85-5130,B,0,0,1,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22,Cash,5.7,19
447-15-7839,A,1,0,0,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00,Cash,4.2,11
154-74-7179,B,0,0,1,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24,Ewallet,7.9,19
253-12-6086,A,1,0,0,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43,Credit card,8.7,12
808-65-0703,C,0,1,0,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22,Credit card,6.9,17
571-94-0759,B,0,0,1,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55,Cash,9.5,20
144-51-6085,A,1,0,0,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05,Credit card,4.4,16
731-14-2199,A,1,0,0,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34,Ewallet,7.0,13
783-09-1637,B,0,0,1,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13,Ewallet,6.3,18
687-15-1097,C,0,1,0,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17,Cash,9.7,19
126-54-1082,A,1,0,0,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44,Credit card,8.8,11
633-91-1052,A,1,0,0,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51,Cash,5.1,15
477-24-6490,B,0,0,1,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52,Ewallet,7.9,16
566-19-5475,B,0,0,1,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52,Cash,6.2,20
526-86-8552,C,0,1,0,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36,Cash,7.1,17
376-56-3573,C,0,1,0,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,Ewallet,6.4,13
537-72-0426,C,0,1,0,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28,Cash,5.7,16
828-61-5674,A,1,0,0,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57,Credit card,9.6,19
136-08-6195,A,1,0,0,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01,Credit card,6.4,17
523-38-0215,C,0,1,0,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29,Credit card,7.9,13
490-29-1201,A,1,0,0,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09,Cash,6.5,11
667-92-0055,A,1,0,0,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02,Ewallet,8.5,15
565-17-3836,A,1,0,0,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21,Cash,9.1,14
498-41-1961,B,0,0,1,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01,Cash,7.6,18
593-95-4461,C,0,1,0,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49,Cash,6.9,14
226-71-3580,C,0,1,0,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02,Cash,9.5,12
283-79-9594,B,0,0,1,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30,Credit card,5.2,13
430-60-3493,A,1,0,0,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38,Cash,4.2,14
139-20-0155,B,0,0,1,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37,Credit card,7.0,17
558-80-4082,C,0,1,0,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20,Ewallet,6.0,17
278-97-7759,A,1,0,0,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29,Cash,4.7,20
316-68-6352,A,1,0,0,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00,Cash,7.1,10
585-03-5943,B,0,0,1,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46,Ewallet,5.9,11
211-05-0490,C,0,1,0,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42,Cash,7.5,13
727-75-6477,C,0,1,0,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44,Cash,6.4,14
744-02-5987,A,1,0,0,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16,Ewallet,5.8,14
307-83-9164,A,1,0,0,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,Cash,4.5,15
779-06-0012,C,0,1,0,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21,Cash,7.7,10
446-47-6729,C,0,1,0,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09,Credit card,6.7,18
573-10-3877,B,0,0,1,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46,Credit card,4.7,16
735-06-4124,C,0,1,0,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31,Cash,4.4,15
439-54-7422,A,1,0,0,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15,Credit card,4.7,17
396-90-2219,B,0,0,1,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29,Cash,8.6,12
411-77-0180,A,1,0,0,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14,Ewallet,4.3,20
286-01-5402,A,1,0,0,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22,Cash,9.6,13
803-17-8013,A,1,0,0,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09,Cash,4.1,17
512-98-1403,A,1,0,0,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40,Ewallet,4.7,10
848-42-2560,A,1,0,0,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43,Cash,7.8,17
532-59-7201,B,0,0,1,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04,Cash,5.5,14
181-94-6432,C,0,1,0,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,Ewallet,9.7,19
870-76-1733,A,1,0,0,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08,Credit card,4.4,10
423-64-4619,A,1,0,0,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12,Cash,5.0,13
227-07-4446,C,0,1,0,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,Cash,4.4,20
174-36-3675,C,0,1,0,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29,Cash,5.2,17
428-83-5800,C,0,1,0,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25,Cash,7.3,10
603-07-0961,C,0,1,0,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34,Cash,4.9,11
704-20-4138,C,0,1,0,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58,Credit card,8.1,18
787-15-1757,C,0,1,0,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,Ewallet,8.4,16
649-11-3678,C,0,1,0,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,Cash,5.5,20
622-20-1945,C,0,1,0,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08,Cash,8.4,15
372-94-8041,A,1,0,0,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03,Ewallet,9.8,18
563-91-7120,A,1,0,0,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21,Cash,6.7,13
746-54-5508,A,1,0,0,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48,Credit card,9.4,12
276-54-0879,B,0,0,1,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53,Ewallet,6.4,19
815-11-1168,A,1,0,0,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09,Cash,5.4,19
719-76-3868,C,0,1,0,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30,Cash,8.6,16
730-61-8757,B,0,0,1,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11,Credit card,4.0,10
340-66-0321,A,1,0,0,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07,Cash,7.6,13
868-81-1752,B,0,0,1,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48,Cash,6.8,18
634-97-8956,A,1,0,0,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27,Credit card,9.1,17
566-71-1091,A,1,0,0,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59,Cash,5.5,15
442-48-3607,A,1,0,0,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21,Credit card,7.9,11
835-16-0096,C,0,1,0,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48,Ewallet,8.5,13
527-09-6272,A,1,0,0,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17,Credit card,9.1,10
898-04-2717,A,1,0,0,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49,Ewallet,7.5,15
692-27-8933,B,0,0,1,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,13:02,Cash,5.2,13
633-09-3463,C,0,1,0,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58,Credit card,9.5,12
374-17-3652,B,0,0,1,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26,Credit card,8.9,15
378-07-7001,B,0,0,1,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,18:23,Credit card,7.8,18
433-75-6987,B,0,0,1,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,19:06,Ewallet,8.9,19
873-95-4984,B,0,0,1,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21,Cash,7.7,20
416-13-5917,C,0,1,0,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24,Ewallet,9.3,16
150-89-8043,A,1,0,0,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,15:04,Cash,6.2,15
135-84-8019,A,1,0,0,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,16:10,Ewallet,7.6,16
441-94-7118,A,1,0,0,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14,Cash,7.3,12
725-96-3778,C,0,1,0,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13,Cash,4.7,10
531-80-1784,A,1,0,0,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,17:38,Cash,5.1,17
400-45-1220,B,0,0,1,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06,Credit card,4.8,11
860-79-0874,C,0,1,0,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,14:53,Credit card,6.6,14
834-61-8124,A,1,0,0,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22,Cash,5.5,18
115-99-4379,B,0,0,1,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02,Credit card,8.5,19
565-67-6697,B,0,0,1,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16,Cash,4.8,14
320-49-6392,C,0,1,0,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44,Cash,8.4,15
889-04-9723,B,0,0,1,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20,Credit card,7.8,12
632-90-0281,C,0,1,0,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01,Credit card,9.3,20
554-42-2417,C,0,1,0,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45,Cash,5.2,13
453-63-6187,B,0,0,1,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40,Ewallet,6.5,15
578-80-7669,B,0,0,1,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58,Cash,5.6,16
612-36-5536,A,1,0,0,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12,Credit card,7.4,11
605-72-4132,C,0,1,0,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,15:12,Cash,9.1,15
471-41-2823,C,0,1,0,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,20:37,Ewallet,8.0,20
462-67-9126,A,1,0,0,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44,Cash,7.2,17
272-27-9238,C,0,1,0,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23,Cash,7.1,16
834-25-9262,C,0,1,0,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12,Cash,9.1,12
122-61-9553,C,0,1,0,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33,Cash,5.6,19
468-88-0009,A,1,0,0,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29,Cash,6.0,10
613-59-9758,C,0,1,0,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28,Cash,5.4,14
254-31-0042,A,1,0,0,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46,Credit card,7.8,12
201-86-2184,B,0,0,1,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40,Cash,9.9,19
261-12-8671,B,0,0,1,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39,Credit card,4.9,19
730-70-9830,C,0,1,0,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54,Ewallet,5.2,17
382-25-8917,C,0,1,0,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25,Cash,8.9,12
422-29-8786,A,1,0,0,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47,Credit card,9.1,16
667-23-5919,A,1,0,0,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52,Ewallet,7.0,12
843-01-4703,B,0,0,1,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50,Credit card,9.6,19
743-88-1662,C,0,1,0,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17,Ewallet,8.7,18
595-86-2894,C,0,1,0,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20,Ewallet,9.4,17
182-69-8360,B,0,0,1,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32,Credit card,4.0,13
289-15-7034,A,1,0,0,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37,Credit card,7.5,10
462-78-5240,C,0,1,0,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35,Cash,4.2,14
868-52-7573,B,0,0,1,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09,Cash,9.9,12
153-58-4872,C,0,1,0,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32,Ewallet,4.2,15
662-72-2873,A,1,0,0,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58,Ewallet,9.9,13
525-88-7307,B,0,0,1,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,13:19,Cash,5.8,13
689-16-9784,C,0,1,0,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37,Cash,6.0,13
725-56-0833,A,1,0,0,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49,Credit card,10.0,16
394-41-0748,C,0,1,0,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55,Ewallet,9.5,14
596-42-3999,B,0,0,1,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04,Credit card,6.6,14
541-89-9860,C,0,1,0,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31,Cash,8.1,12
173-82-9529,B,0,0,1,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51,Cash,9.7,14
563-36-9814,A,1,0,0,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,18:27,Ewallet,7.2,18
308-47-4913,A,1,0,0,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45,Credit card,6.2,12
885-17-6250,A,1,0,0,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36,Ewallet,7.3,10
726-27-2396,A,1,0,0,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36,Ewallet,4.3,20
316-01-3952,A,1,0,0,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,14:16,Ewallet,4.6,14
760-54-1821,B,0,0,1,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26,Cash,5.8,10
793-10-3222,B,0,0,1,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30,Credit card,8.3,13
346-12-3257,B,0,0,1,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,16:28,Cash,8.0,16
110-05-6330,C,0,1,0,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18,Credit card,9.4,20
651-61-0874,C,0,1,0,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04,Credit card,6.2,20
236-86-3015,C,0,1,0,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38,Ewallet,9.8,13
831-64-0259,B,0,0,1,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43,Ewallet,9.6,10
587-03-7455,C,0,1,0,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,17:30,Ewallet,4.9,17
882-40-4577,A,1,0,0,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,15:28,Credit card,8.0,15
732-67-5346,A,1,0,0,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,19:07,Credit card,7.8,19
725-32-9708,B,0,0,1,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01,Cash,4.1,19
256-08-8343,A,1,0,0,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,19:48,Ewallet,5.5,19
372-26-1506,C,0,1,0,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,19:24,Ewallet,5.4,19
244-08-0162,B,0,0,1,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,13:00,Cash,5.1,13
569-71-4390,B,0,0,1,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,14:29,Ewallet,6.9,14
132-23-6451,A,1,0,0,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,13:21,Cash,7.8,13
696-90-2548,A,1,0,0,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,18:55,Ewallet,6.6,18
472-15-9636,A,1,0,0,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,19:36,Ewallet,9.2,19
268-03-6164,B,0,0,1,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28,Ewallet,7.8,16
750-57-9686,C,0,1,0,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48,Credit card,8.7,13
186-09-3669,C,0,1,0,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,10:57,Ewallet,9.2,10
848-07-1692,B,0,0,1,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,17:13,Ewallet,8.3,17
745-71-3520,A,1,0,0,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23,Cash,8.2,10
266-76-6436,C,0,1,0,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,13:57,Ewallet,7.5,13
740-22-2500,C,0,1,0,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29,Cash,9.8,13
271-88-8734,C,0,1,0,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,13:00,Credit card,8.7,13
301-81-8610,B,0,0,1,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,19:42,Credit card,6.7,19
489-64-4354,C,0,1,0,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,15:36,Cash,5.0,15
198-84-7132,B,0,0,1,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40,Cash,7.0,13
269-10-8440,A,1,0,0,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,18:01,Cash,8.9,18
650-98-6268,B,0,0,1,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,13:53,Credit card,8.0,13
741-73-3559,B,0,0,1,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,17:27,Cash,6.9,17
